GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PRESLAR,G20PREOHAM,G20PREOFUE,G20USSDBOO,G20USSRMEH,G20USSGHOF,G20USSOFER,G20USSOBUR
34013027N05,34,013,027N05,794.08,49.46,0.85,0.62,0.52,0.31,0.02,0.28,776.24,34.13,4.66,8.18,1.1
34013027S01,34,013,027S01,225.31,14.52,0.56,0.65,0.28,0.28,0.19,0.09,221.02,11.17,1.49,1.58,0.56
34013027S02,34,013,027S02,891.26,56.35,2.17,2.55,1.09,1.1,0.72,0.38,874.5,43.18,5.84,6.07,2.15
34013027S04,34,013,027S04,499.82,32.22,1.24,1.45,0.62,0.62,0.41,0.21,490.32,24.78,3.3,3.51,1.24
34013027S05,34,013,027S05,351.23,22.64,0.87,1.02,0.44,0.44,0.29,0.15,344.55,17.42,2.32,2.47,0.87
34013027S06,34,013,027S06,501.27,32.31,1.24,1.45,0.62,0.62,0.41,0.21,491.74,24.86,3.31,3.52,1.24
34013027W03,34,013,027W03,508.11,36.83,0.48,1.44,0,1.2,0,0,491.75,24.07,3.85,2.41,1.2
34013027W04,34,013,027W04,343.65,24.91,0.33,0.98,0,0.81,0,0,332.58,16.28,2.6,1.63,0.81
34013027W05,34,013,027W05,1070.79,77.87,1.02,3.04,0,2.53,0,0,1036.3,50.98,8.12,5.08,2.54
34013027W06,34,013,027W06,136.85,9.92,0.13,0.39,0,0.32,0,0,132.44,6.48,1.04,0.65,0.32
34013030101,34,013,030101,502.74,18.74,0.78,1.06,0.07,0.5,0.14,0.21,495.74,13.79,2.99,2.51,0.71
34013030102,34,013,030102,2159.45,80.04,3.36,4.58,0.31,2.14,0.61,0.92,2129.51,58.96,12.83,10.69,3.05
34013030103,34,013,030103,519.44,19.25,0.81,1.1,0.07,0.51,0.15,0.22,512.24,14.18,3.09,2.57,0.73
34013030104,34,013,030104,1037.71,43.5,1.71,2.28,0.15,1.04,0.29,0.48,1023.45,32.63,6.37,5.32,1.47
34013030105,34,013,030105,769.73,29.36,1.13,1.61,0.12,0.74,0.21,0.34,758.78,21.62,4.51,3.8,1.03
34013030106,34,013,030106,764.81,28.35,1.19,1.62,0.11,0.76,0.22,0.32,754.21,20.88,4.54,3.79,1.08
34013030107,34,013,030107,786.92,29.17,1.22,1.67,0.11,0.78,0.22,0.33,776.01,21.48,4.68,3.9,1.11
34013030109,34,013,030109,142.1,5.27,0.22,0.3,0.02,0.14,0.04,0.06,140.13,3.88,0.84,0.7,0.2
34013030110,34,013,030110,123.78,4.59,0.19,0.26,0.02,0.12,0.04,0.05,122.07,3.38,0.74,0.61,0.18
34013030111,34,013,030111,75.16,2.79,0.12,0.16,0.01,0.07,0.02,0.03,74.11,2.05,0.45,0.37,0.11
34013030201,34,013,030201,264.73,10.67,0.19,1.22,0.06,0.15,0.19,0.02,258.45,8.03,1.37,1.33,0.24
34013030202,34,013,030202,149.02,5.8,0.12,0.73,0.03,0.09,0.12,0,145.45,4.38,0.78,0.75,0.15
34013030203,34,013,030203,264.7,10.31,0.21,1.29,0.05,0.15,0.21,0,258.36,7.78,1.39,1.34,0.26
34013030204,34,013,030204,280.92,10.94,0.22,1.37,0.05,0.16,0.22,0,274.2,8.26,1.48,1.42,0.27
34013030207,34,013,030207,1623.4,63.2,1.26,7.9,0.32,0.95,1.26,0,1584.53,47.72,8.53,8.22,1.58
34013030210,34,013,030210,569.96,22.19,0.44,2.77,0.11,0.33,0.44,0,556.31,16.75,3,2.88,0.55
34013030211,34,013,030211,1609.6,62.67,1.25,7.83,0.31,0.94,1.25,0,1571.06,47.31,8.46,8.15,1.57
34013030212,34,013,030212,322.95,12.57,0.25,1.57,0.06,0.19,0.25,0,315.22,9.49,1.7,1.63,0.31
34013030301,34,013,030301,627.57,26.3,1.1,1.51,0.55,0.69,0.28,0.41,618.07,18.04,3.44,1.93,0.83
34013030302,34,013,030302,653.59,27.39,1.15,1.58,0.57,0.72,0.29,0.43,643.7,18.79,3.59,2.01,0.86
34013030303,34,013,030303,391.5,16.41,0.69,0.95,0.34,0.43,0.17,0.26,385.57,11.25,2.15,1.2,0.52
34013030304,34,013,030304,132.25,5.54,0.23,0.32,0.12,0.15,0.06,0.09,130.25,3.8,0.73,0.41,0.17
34013030305,34,013,030305,231.22,9.69,0.41,0.56,0.2,0.25,0.1,0.15,227.72,6.65,1.27,0.71,0.3
34013030306,34,013,030306,332.82,13.95,0.58,0.8,0.29,0.37,0.15,0.22,327.78,9.57,1.83,1.02,0.44
34013030309,34,013,030309,70.8,2.97,0.12,0.17,0.06,0.08,0.03,0.05,69.73,2.04,0.39,0.22,0.09
34013030310,34,013,030310,245.24,10.28,0.43,0.59,0.22,0.27,0.11,0.16,241.52,7.05,1.35,0.75,0.32
34013030311,34,013,030311,1031.74,43.24,1.81,2.49,0.91,1.13,0.45,0.68,1016.12,29.66,5.66,3.17,1.36
34013030312,34,013,030312,239.1,10.02,0.42,0.58,0.21,0.26,0.1,0.16,235.48,6.87,1.31,0.73,0.31
34013030313,34,013,030313,639.26,36.4,0.58,1.17,0,0,0.78,0.39,630.31,24.92,2.34,4.67,0.97
34013030314,34,013,030314,522.88,21.92,0.92,1.26,0.46,0.57,0.23,0.34,514.96,15.03,2.87,1.61,0.69
34013030401,34,013,030401,275.3,14.87,0.25,0.64,0.01,0.03,0.32,0.14,270.99,10.3,1.08,1.91,0.39
34013030402,34,013,030402,112.54,6.41,0.1,0.21,0,0,0.14,0.07,110.97,4.39,0.41,0.82,0.17
34013030403,34,013,030403,630.76,35.92,0.58,1.15,0,0,0.77,0.38,621.92,24.58,2.3,4.61,0.96
34013030404,34,013,030404,158.34,9.02,0.14,0.29,0,0,0.19,0.1,156.13,6.17,0.58,1.16,0.24
34013030405,34,013,030405,166.85,9.5,0.15,0.3,0,0,0.2,0.1,164.51,6.5,0.61,1.22,0.25
34013030406,34,013,030406,223.12,12.71,0.2,0.41,0,0,0.27,0.14,220,8.7,0.82,1.63,0.34
34013030407,34,013,030407,743.95,42.36,0.68,1.36,0,0,0.91,0.45,733.53,29,2.72,5.44,1.13
34013030409,34,013,030409,140.68,8.01,0.13,0.26,0,0,0.17,0.09,138.71,5.48,0.51,1.03,0.21
34013030410,34,013,030410,118.43,6.74,0.11,0.22,0,0,0.14,0.07,116.77,4.62,0.43,0.87,0.18
34013030412,34,013,030412,102.38,5.82,0.09,0.19,0,0,0.12,0.06,100.95,3.98,0.38,0.75,0.16
34013030501,34,013,030501,146.17,10.1,0.07,0.46,0,0.18,0,0.18,144.76,6.79,0.81,0.95,0.28
34013030503,34,013,030503,231.39,15.99,0.11,0.72,0,0.28,0,0.28,229.16,10.76,1.28,1.5,0.45
34013030504,34,013,030504,127.23,8.79,0.06,0.4,0,0.15,0,0.15,126.01,5.91,0.7,0.83,0.25
34013030505,34,013,030505,889.43,61.48,0.43,2.78,0,1.07,0,1.07,880.86,41.34,4.93,5.78,1.71
34013030506,34,013,030506,108.3,7.49,0.05,0.34,0,0.13,0,0.13,107.25,5.03,0.6,0.7,0.21
34013030507,34,013,030507,698.31,48.27,0.34,2.19,0,0.84,0,0.84,691.58,32.46,3.87,4.54,1.35
34013030508,34,013,030508,888.28,61.4,0.43,2.78,0,1.07,0,1.07,879.72,41.29,4.92,5.78,1.71
34013030509,34,013,030509,217.19,15.01,0.1,0.68,0,0.26,0,0.26,215.09,10.1,1.2,1.41,0.42
34013030510,34,013,030510,307.14,21.23,0.15,0.96,0,0.37,0,0.37,304.18,14.28,1.7,2,0.59
34013030512,34,013,030512,84.03,5.81,0.04,0.26,0,0.1,0,0.1,83.22,3.91,0.47,0.55,0.16
34013030513,34,013,030513,443.25,30.64,0.21,1.39,0,0.53,0,0.53,438.98,20.6,2.46,2.88,0.85
34013035001,34,013,035001,283.8,313.56,7.86,3.14,0,0.01,0.02,1.17,266.39,321.91,8.26,1.24,0.42
34013035002,34,013,035002,453.03,507.31,12.54,5.01,0.05,0.06,0.01,1.89,425.4,520.41,13.26,2.08,0.68
34013037001,34,013,037001,240.22,568.46,3.14,0.66,0,0,0.5,0.66,229.3,539.51,1.99,2.32,1.99
34013037002,34,013,037002,496.01,1145.64,6.46,1.44,0.03,0.02,1,1.35,473.89,1087.99,4.28,4.76,4.02
34013037003,34,013,037003,482.29,790.25,8.06,2.27,0.35,0.33,1.11,0.96,460.63,752.69,5.74,3.11,3.15
34013037004,34,013,037004,375.33,858.36,4.9,1.08,0.03,0.02,0.77,0.99,357.92,816.01,3.15,3.53,2.98
34013037005,34,013,037005,144.28,341.42,1.89,0.4,0,0,0.3,0.4,137.72,324.03,1.19,1.39,1.19
34013040001,34,013,040001,655.5,159.83,8.46,2.16,0.33,0.54,0.35,0.54,626.55,182.79,6.21,1.96,0.34
34013040002,34,013,040002,516.11,131.93,7,1.68,0.28,0.42,0.28,0.42,492.61,151.24,4.76,1.4,0.28
34013040003,34,013,040003,119.34,30.51,1.62,0.39,0.06,0.1,0.06,0.1,113.9,34.97,1.1,0.32,0.06
34013040004,34,013,040004,1041.84,272.75,14.02,3.47,0.57,0.87,0.57,0.88,995.03,310.28,9.75,2.97,0.57
34013040005,34,013,040005,516.68,132.08,7,1.68,0.28,0.42,0.28,0.42,493.15,151.4,4.76,1.4,0.28
34013040007,34,013,040007,451.7,110.22,5.83,1.44,0.24,0.37,0.24,0.36,431.89,125.98,4.08,1.28,0.27
34013040008,34,013,040008,365.85,93.52,4.96,1.19,0.2,0.3,0.2,0.3,349.19,107.21,3.37,0.99,0.2
34013045E01,34,013,045E01,576.96,30.46,0.48,1.09,0,0.36,0,0.12,566.92,21.76,1.57,4.59,0.24
34013045E02,34,013,045E02,121.69,6.42,0.1,0.23,0,0.08,0,0.03,119.57,4.59,0.33,0.97,0.05
34013045E03,34,013,045E03,55.25,2.92,0.05,0.1,0,0.03,0,0.01,54.29,2.08,0.15,0.44,0.02
34013045E04,34,013,045E04,705.63,37.26,0.59,1.33,0,0.44,0,0.15,693.36,26.61,1.92,5.62,0.3
34013045E05,34,013,045E05,1044.81,55.16,0.88,1.97,0,0.66,0,0.22,1026.65,39.4,2.85,8.32,0.44
34013045E08,34,013,045E08,745.5,39.36,0.62,1.41,0,0.47,0,0.16,732.53,28.11,2.03,5.94,0.31
34013045E09,34,013,045E09,858.09,45.3,0.72,1.62,0,0.54,0,0.18,843.17,32.36,2.34,6.83,0.36
34013045N01,34,013,045N01,640.62,31.48,0.95,1.35,0.14,0.54,0,0.41,634.68,24.45,2.57,2.43,0.95
34013045N02,34,013,045N02,1119.19,54.99,1.65,2.36,0.24,0.94,0,0.71,1108.8,42.72,4.48,4.25,1.65
34013045N03,34,013,045N03,286.72,14.09,0.42,0.6,0.06,0.24,0,0.18,284.06,10.94,1.15,1.09,0.42
34013045N04,34,013,045N04,392.59,23.61,0.91,1,0.11,0.37,0.01,0.24,387.49,20.89,2.45,1.44,0.52
34013045N05,34,013,045N05,459.17,22.56,0.68,0.97,0.1,0.39,0,0.29,454.91,17.53,1.84,1.74,0.68
34013045N06,34,013,045N06,380.91,18.72,0.56,0.8,0.08,0.32,0,0.24,377.38,14.54,1.53,1.45,0.56
34013045N07,34,013,045N07,1043.36,51.32,1.54,2.21,0.22,0.88,0,0.66,1033.65,39.79,4.2,3.99,1.54
34013045N08,34,013,045N08,209.85,10.31,0.31,0.44,0.04,0.18,0,0.13,207.9,8.01,0.84,0.8,0.31
34013045N09,34,013,045N09,232.7,11.43,0.34,0.49,0.05,0.2,0,0.15,230.54,8.88,0.93,0.88,0.34
34013045N10,34,013,045N10,665.07,35.11,0.56,1.25,0,0.42,0,0.14,653.51,25.08,1.81,5.29,0.28
34013045S01,34,013,045S01,316.26,16.39,0.49,0.65,0,0.08,0,0.08,311.47,11.36,1.38,1.79,0.32
34013045S02,34,013,045S02,814.04,42.2,1.25,1.67,0,0.21,0,0.21,801.72,29.24,3.55,4.6,0.84
34013045S03,34,013,045S03,793.05,41.11,1.22,1.63,0,0.2,0,0.2,781.04,28.49,3.46,4.48,0.81
34013045S05,34,013,045S05,127.73,6.62,0.2,0.26,0,0.03,0,0.03,125.79,4.59,0.56,0.72,0.13
34013045S07,34,013,045S07,324.12,16.85,0.5,0.67,0,0.08,0,0.08,319.21,11.69,1.41,1.83,0.33
34013045S08,34,013,045S08,186.79,10.58,0.3,0.42,0,0.04,0,0.05,184.16,7.55,0.85,1.02,0.2
34013045S09,34,013,045S09,212.15,11,0.33,0.44,0,0.05,0,0.05,208.94,7.62,0.93,1.2,0.22
34013045S10,34,013,045S10,788.24,40.86,1.21,1.62,0,0.2,0,0.2,776.3,28.32,3.44,4.45,0.81
34013045S11,34,013,045S11,340.31,17.64,0.52,0.7,0,0.09,0,0.09,335.16,12.23,1.48,1.92,0.35
34013045W01,34,013,045W01,258.03,14.37,0.2,0.33,0.07,0.07,0,0.13,254.49,9.64,0.85,0.98,0.26
34013045W02,34,013,045W02,772.76,43.03,0.59,0.98,0.2,0.2,0,0.39,762.15,28.88,2.55,2.95,0.79
34013045W03,34,013,045W03,460.97,25.67,0.35,0.59,0.12,0.12,0,0.23,454.64,17.23,1.52,1.76,0.47
34013045W04,34,013,045W04,237.87,13.25,0.18,0.3,0.06,0.06,0,0.12,234.61,8.89,0.79,0.91,0.24
34013045W06,34,013,045W06,399.82,22.26,0.3,0.51,0.1,0.1,0,0.2,394.33,14.94,1.32,1.52,0.41
34013045W07,34,013,045W07,224.44,12.5,0.17,0.29,0.06,0.06,0,0.11,221.35,8.39,0.74,0.86,0.23
34013045W08,34,013,045W08,1129.94,73.53,1.04,1.61,0.3,0.27,0,0.62,1114.87,52.51,3.95,4.63,1.22
34013045W09,34,013,045W09,503.3,28.03,0.38,0.64,0.13,0.13,0,0.26,496.39,18.81,1.66,1.92,0.51
34013050001,34,013,050001,142.38,76.64,1.02,0.41,0.07,0.13,0.05,0.1,135.85,77.34,1.04,0.58,0.16
34013050002,34,013,050002,388.98,208.38,2.78,1.12,0.2,0.36,0.13,0.26,371.14,210.33,2.84,1.59,0.43
34013050003,34,013,050003,385.74,206.65,2.75,1.11,0.2,0.36,0.13,0.26,368.04,208.58,2.82,1.57,0.43
34013050004,34,013,050004,556.55,298.15,3.97,1.61,0.28,0.52,0.19,0.38,531.02,300.94,4.07,2.27,0.61
34013050005,34,013,050005,795.39,426.1,5.68,2.3,0.41,0.74,0.27,0.54,758.91,430.09,5.81,3.24,0.88
34013050006,34,013,050006,355.46,191.7,2.55,1.03,0.18,0.33,0.12,0.25,339.16,193.45,2.6,1.46,0.39
34013050007,34,013,050007,260.55,139.58,1.86,0.75,0.13,0.24,0.09,0.18,248.6,140.89,1.9,1.06,0.29
34013050008,34,013,050008,567.1,303.8,4.05,1.64,0.29,0.53,0.19,0.39,541.09,306.65,4.14,2.31,0.63
34013050009,34,013,050009,550.34,294.83,3.93,1.59,0.28,0.51,0.19,0.37,525.1,297.58,4.02,2.24,0.61
34013050010,34,013,050010,934.43,500.59,6.67,2.7,0.48,0.87,0.32,0.63,891.57,505.27,6.83,3.81,1.03
34013050011,34,013,050011,565.02,302.69,4.03,1.63,0.29,0.53,0.19,0.38,539.1,305.52,4.13,2.3,0.62
34013050012,34,013,050012,328.26,175.85,2.34,0.95,0.17,0.31,0.11,0.22,313.2,177.5,2.4,1.34,0.36
34013050013,34,013,050013,318.38,170.56,2.27,0.92,0.16,0.3,0.11,0.22,303.77,172.15,2.33,1.3,0.35
34013050014,34,013,050014,521.75,279.51,3.72,1.51,0.27,0.49,0.18,0.35,497.82,282.13,3.81,2.13,0.58
34013050015,34,013,050015,630.27,337.65,4.5,1.82,0.32,0.59,0.21,0.43,601.36,340.81,4.6,2.57,0.7
34013050016,34,013,050016,218.16,116.87,1.56,0.63,0.11,0.2,0.07,0.15,208.16,117.97,1.59,0.89,0.24
34013050017,34,013,050017,620.35,332.24,4.43,1.79,0.32,0.58,0.21,0.42,591.88,335.38,4.53,2.53,0.69
34013050018,34,013,050018,366.86,196.53,2.62,1.06,0.19,0.34,0.12,0.25,350.03,198.37,2.68,1.5,0.41
34013050019,34,013,050019,392.3,210.16,2.8,1.13,0.2,0.37,0.13,0.27,374.3,212.13,2.87,1.6,0.43
34013050020,34,013,050020,418.6,224.26,2.99,1.21,0.21,0.39,0.14,0.28,399.4,226.36,3.06,1.71,0.46
34013050021,34,013,050021,436.33,233.75,3.11,1.26,0.22,0.41,0.15,0.3,416.32,235.94,3.19,1.78,0.48
34013050022,34,013,050022,413.99,221.78,2.95,1.2,0.21,0.39,0.14,0.28,395,223.85,3.02,1.69,0.46
34013050023,34,013,050023,433.7,232.14,3.09,1.25,0.22,0.4,0.15,0.29,413.82,234.29,3.17,1.77,0.48
34013050024,34,013,050024,265.29,142.12,1.89,0.77,0.14,0.25,0.09,0.18,253.12,143.45,1.94,1.08,0.29
34013050025,34,013,050025,559.11,299.52,3.99,1.61,0.28,0.52,0.19,0.38,533.46,302.33,4.08,2.28,0.62
34013050026,34,013,050026,339.51,181.88,2.42,0.98,0.17,0.32,0.12,0.23,323.94,183.58,2.48,1.38,0.37
34013055001,34,013,055001,1982.95,201.88,10.13,7.73,1.02,2.47,0.31,1.09,1931.32,216.43,26.07,6.55,1.66
34013055002,34,013,055002,766.53,72.92,3.83,2.99,0.39,0.96,0.11,0.39,747.6,77.38,10.19,2.53,0.62
34013055003,34,013,055003,922.91,87.75,4.61,3.59,0.47,1.15,0.14,0.47,900.12,93.1,12.27,3.05,0.75
34013055004,34,013,055004,180.72,17.18,0.9,0.7,0.09,0.23,0.03,0.09,176.26,18.23,2.4,0.6,0.15
34013055005,34,013,055005,744.67,71.71,3.72,2.9,0.38,0.92,0.11,0.39,726.4,75.86,9.87,2.5,0.61
34013055006,34,013,055006,491.11,46.69,2.45,1.91,0.25,0.61,0.07,0.25,478.99,49.54,6.53,1.62,0.4
34013055007,34,013,055007,822.34,79.91,4.14,3.2,0.42,1.03,0.12,0.43,801.69,85.08,10.9,2.72,0.67
34013055008,34,013,055008,386.46,38.61,1.96,1.51,0.2,0.48,0.06,0.21,376.55,41.28,5.1,1.28,0.32
34013055009,34,013,055009,626.64,61.94,3.12,2.45,0.32,0.76,0.09,0.33,611.46,65.12,8.24,2.17,0.53
34013055010,34,013,055010,564.55,53.68,2.82,2.2,0.29,0.71,0.08,0.29,550.61,56.95,7.51,1.87,0.46
34013055011,34,013,055011,481.91,45.82,2.41,1.88,0.25,0.6,0.07,0.25,470.01,48.62,6.41,1.59,0.39
34013055012,34,013,055012,786.01,74.73,3.93,3.06,0.4,0.98,0.12,0.4,766.6,79.29,10.45,2.6,0.64
34013055013,34,013,055013,336.43,31.99,1.68,1.31,0.17,0.42,0.05,0.17,328.12,33.94,4.47,1.11,0.27
34013055014,34,013,055014,245.56,23.35,1.23,0.96,0.13,0.31,0.04,0.13,239.49,24.77,3.27,0.81,0.2
34013055015,34,013,055015,346.53,32.95,1.73,1.35,0.18,0.43,0.05,0.18,337.98,34.96,4.61,1.15,0.28
34013055016,34,013,055016,572.5,55.39,2.97,2.24,0.27,0.65,0.1,0.29,557.58,59.11,7.47,1.88,0.52
34013055017,34,013,055017,1036.15,98.51,5.18,4.03,0.53,1.29,0.15,0.53,1010.57,104.53,13.78,3.43,0.84
34013055019,34,013,055019,751.59,71.46,3.76,2.93,0.39,0.94,0.11,0.39,733.03,75.82,10,2.49,0.61
34013055020,34,013,055020,705.69,67.09,3.53,2.75,0.36,0.88,0.1,0.36,688.26,71.19,9.38,2.33,0.57
34013055021,34,013,055021,515.06,52.9,2.55,2.02,0.26,0.61,0.07,0.29,502.83,55.13,6.7,1.86,0.45
34013055022,34,013,055022,322.67,30.69,1.61,1.26,0.17,0.4,0.05,0.17,314.7,32.57,4.29,1.07,0.26
34013060001,34,013,060001,692.96,243.74,6.37,2.87,0.41,0.71,0.39,1.21,642.14,286.08,5.32,2.33,1.34
34013060002,34,013,060002,676.77,215.07,5.86,2.75,0.39,0.73,0.36,1.09,629.93,253.33,5.56,2.15,1.19
34013060003,34,013,060003,245.25,84.61,2.23,1,0.14,0.26,0.14,0.43,226.94,100,1.86,0.77,0.46
34013060004,34,013,060004,710.72,255.93,6.86,2.92,0.43,0.72,0.55,1.2,656.57,301.76,5.31,2.25,1.33
34013060005,34,013,060005,367.48,126.79,3.35,1.5,0.21,0.39,0.21,0.64,340.05,149.84,2.79,1.16,0.69
34013060006,34,013,060006,424.31,137.26,3.72,1.73,0.25,0.45,0.23,0.7,394.46,161.8,3.43,1.34,0.75
34013060007,34,013,060007,783.18,329.63,7.78,3.62,0.51,0.59,0.33,1.28,736.78,363.7,6.69,4.33,2.01
34013060008,34,013,060008,351.62,121.32,3.2,1.44,0.21,0.37,0.21,0.62,325.37,143.38,2.67,1.11,0.66
34013060009,34,013,060009,325.65,112.35,2.97,1.33,0.19,0.34,0.19,0.57,301.34,132.79,2.47,1.03,0.61
34013060010,34,013,060010,874.07,301.57,7.97,3.57,0.51,0.92,0.51,1.53,808.82,356.41,6.64,2.76,1.63
34013060011,34,013,060011,607.49,209.6,5.54,2.48,0.35,0.64,0.35,1.06,562.14,247.71,4.61,1.92,1.14
34013060012,34,013,060012,536.36,185.05,4.89,2.19,0.31,0.56,0.31,0.94,496.32,218.71,4.07,1.69,1
34013060013,34,013,060013,873.2,306.44,8.31,3.52,0.56,0.93,0.52,1.53,808,361.92,6.56,2.92,1.59
34013060014,34,013,060014,320.22,110.48,2.92,1.31,0.19,0.34,0.19,0.56,296.32,130.57,2.43,1.01,0.6
34013060015,34,013,060015,493.04,170.11,4.49,2.02,0.29,0.52,0.29,0.86,456.23,201.04,3.74,1.56,0.92
34013060016,34,013,060016,556.15,192.47,5.06,2.27,0.32,0.58,0.32,0.97,514.71,227.18,4.22,1.76,1.04
34013065101,34,013,065101,159.52,21.54,1.02,0.53,0.14,0.14,0,0.07,153.67,25.25,1.66,0.46,0.28
34013065102,34,013,065102,988.55,133.51,6.34,3.28,0.87,0.87,0,0.44,952.27,156.45,10.27,2.84,1.75
34013065103,34,013,065103,495.23,67.72,2.86,1.52,0.41,0.41,0.04,0.23,478.17,78.12,4.88,1.38,0.78
34013065104,34,013,065104,829.21,111.99,5.32,2.75,0.73,0.73,0,0.37,798.79,131.24,8.61,2.38,1.47
34013065105,34,013,065105,439.59,59.37,2.82,1.46,0.39,0.39,0,0.19,423.46,69.57,4.57,1.26,0.78
34013065106,34,013,065106,233.04,31.47,1.49,0.77,0.21,0.21,0,0.1,224.49,36.88,2.42,0.67,0.41
34013065107,34,013,065107,349.14,47.15,2.24,1.16,0.31,0.31,0,0.15,336.33,55.26,3.63,1,0.62
34013065108,34,013,065108,253.98,34.3,1.63,0.84,0.22,0.22,0,0.11,244.66,40.2,2.64,0.73,0.45
34013065109,34,013,065109,826.32,111.6,5.3,2.74,0.73,0.73,0,0.37,796,130.78,8.58,2.37,1.46
34013065201,34,013,065201,392.61,69.02,2.91,1.92,0.11,0.55,0.04,0.62,379.72,71.24,5.58,2.43,0.52
34013065202,34,013,065202,256.86,27.71,1.73,1.26,0.05,0.37,0,0.42,248.99,29.49,3.73,1.73,0.31
34013065203,34,013,065203,480.99,51.88,3.24,2.36,0.1,0.69,0,0.79,466.25,55.22,6.98,3.24,0.59
34013065204,34,013,065204,655.5,70.71,4.42,3.21,0.13,0.94,0,1.07,635.42,75.26,9.51,4.42,0.8
34013065205,34,013,065205,885.64,95.53,5.97,4.34,0.18,1.27,0,1.45,858.5,101.68,12.85,5.97,1.09
34013065206,34,013,065206,855.64,92.29,5.77,4.2,0.17,1.22,0,1.4,829.42,98.24,12.41,5.77,1.05
34013065207,34,013,065207,904.72,97.59,6.1,4.44,0.18,1.29,0,1.48,877,103.87,13.12,6.1,1.11
34013065208,34,013,065208,784.13,102.47,1.58,1.18,0.39,0.39,0.39,0.39,766.82,110.33,5.12,1.58,0.39
34013065209,34,013,065209,1135.93,148.19,2.28,1.71,0.57,0.57,0.57,0.57,1110.85,159.59,7.41,2.28,0.57
34013065210,34,013,065210,510.44,55.06,3.44,2.5,0.1,0.73,0,0.83,494.8,58.6,7.4,3.44,0.63
34013065301,34,013,065301,520.6,84.68,3.21,3.42,0.12,0.93,0.32,0.03,503.87,90.27,6.9,2.05,0.65
34013065302,34,013,065302,900.33,122.85,5.27,6,0.18,1.64,0.55,0,872.16,133.21,11.99,3.63,1.09
34013065303,34,013,065303,556.08,75.88,3.26,3.7,0.11,1.01,0.34,0,538.69,82.28,7.41,2.24,0.67
34013065304,34,013,065304,467.08,63.74,2.73,3.11,0.09,0.85,0.28,0,452.47,69.11,6.22,1.89,0.57
34013065305,34,013,065305,370.72,50.59,2.17,2.47,0.07,0.67,0.22,0,359.12,54.85,4.94,1.5,0.45
34013065306,34,013,065306,531.07,72.47,3.11,3.54,0.11,0.96,0.32,0,514.46,78.58,7.08,2.14,0.64
34013065307,34,013,065307,1058.98,144.54,6.2,7.05,0.21,1.92,0.64,0,1025.86,156.7,14.11,4.28,1.28
34013065308,34,013,065308,575.21,78.49,3.37,3.83,0.12,1.04,0.35,0,557.21,85.11,7.66,2.32,0.7
34013065401,34,013,065401,641.03,60.27,2.97,2.44,0.03,0.55,0.28,0.55,623.98,63.38,8.16,4.15,0.16
34013065402,34,013,065402,815.11,62.24,2.98,3.16,0,0.7,0.35,0.7,795.12,63.29,10.7,5.61,0.18
34013065403,34,013,065403,653.64,49.91,2.39,2.53,0,0.56,0.28,0.56,637.61,50.76,8.58,4.5,0.14
34013065404,34,013,065404,398.71,30.45,1.46,1.54,0,0.34,0.17,0.34,388.93,30.96,5.23,2.74,0.09
34013065405,34,013,065405,314.65,24.03,1.15,1.22,0,0.27,0.14,0.27,306.94,24.43,4.13,2.17,0.07
34013065406,34,013,065406,657.51,50.21,2.4,2.55,0,0.57,0.28,0.57,641.38,51.06,8.63,4.53,0.14
34013065407,34,013,065407,806.88,63.17,2.95,3.14,0.02,0.7,0.36,0.71,787.22,63.79,10.56,5.67,0.2
34013065408,34,013,065408,374.38,28.59,1.37,1.45,0,0.32,0.16,0.32,365.2,29.07,4.91,2.58,0.08
34013070C01,34,013,070C01,769.79,31.26,0.45,1.47,0,0.56,0,0,751.39,22.35,3.05,4.4,0.68
34013070C03,34,013,070C03,506.92,68.23,0.81,1.78,0,0.49,0.32,0.49,496.71,44.89,3.73,5.83,1.78
34013070C04,34,013,070C04,211.42,8.59,0.12,0.4,0,0.15,0,0,206.37,6.14,0.84,1.21,0.19
34013070C05,34,013,070C05,68.11,2.77,0.04,0.13,0,0.05,0,0,66.48,1.98,0.27,0.39,0.06
34013070C06,34,013,070C06,447.59,18.18,0.26,0.85,0,0.33,0,0,436.9,12.99,1.77,2.56,0.39
34013070C07,34,013,070C07,199.75,8.11,0.12,0.38,0,0.15,0,0,194.98,5.8,0.79,1.14,0.18
34013070C08,34,013,070C08,0,0,0,0,0,0,0,0,0,0,0,0,0
34013070C09,34,013,070C09,165.89,6.74,0.1,0.32,0,0.12,0,0,161.92,4.82,0.66,0.95,0.15
34013070C12,34,013,070C12,206.91,8.4,0.12,0.39,0,0.15,0,0,201.97,6.01,0.82,1.18,0.18
34013070C15,34,013,070C15,1033.21,41.96,0.61,1.97,0,0.76,0,0,1008.52,29.99,4.09,5.91,0.91
34013070C17,34,013,070C17,903.02,36.67,0.53,1.72,0,0.66,0,0,881.44,26.21,3.57,5.16,0.79
34013070C20,34,013,070C20,565.59,22.97,0.33,1.08,0,0.41,0,0,552.07,16.42,2.24,3.23,0.5
34013070C22,34,013,070C22,913.91,37.11,0.54,1.74,0,0.67,0,0,892.07,26.53,3.62,5.23,0.8
